Date,Close,High,Low,Open
8/9/2000,77.48844147,79.86700891,77.27701325,79.23272426
8/10/2000,75.95557404,78.00378454,75.69128881,77.64699948
8/11/2000,77.01275635,77.05239915,74.31704559,75.47990121
8/14/2000,78.65132904,78.65132904,76.28597489,77.27704507
8/15/2000,78.65132904,79.48382799,77.80561583,78.43990074
8/16/2000,79.44417572,80.07846056,77.80560656,79.02131916
8/17/2000,80.97702026,81.08273439,78.54559537,78.59845244
8/18/2000,80.55414581,81.71700094,80.07843235,81.13557337
8/21/2000,80.76559448,81.91523563,79.81416732,81.188451
8/22/2000,80.76559448,82.33809215,80.56738049,81.188451
8/23/2000,82.08701324,82.4041556,79.35166042,80.07844499
8/24/2000,83.35557556,83.46128967,81.24129337,82.40414857
8/25/2000,82.90629578,84.53165032,82.03415432,83.28950945
8/28/2000,83.30270386,84.43913034,82.82699045,83.09127568
8/29/2000,83.72559357,83.8709505,82.7609521,83.40845117
8/30/2000,83.61989594,84.14846671,82.68168282,83.14418224
8/31/2000,85.94557953,86.26272189,83.61986889,84.25415361
9/1/2000,86.79129028,87.54450337,85.57557793,87.10843264
9/5/2000,84.14846039,86.05131502,84.08238905,85.94560087
9/6/2000,81.18846893,84.13525093,80.76561232,83.93703689
9/7/2000,82.9855957,84.08237985,81.66416902,81.87559729
9/8/2000,80.44845581,82.87988089,80.14452768,82.68166689
9/11/2000,78.4927597,81.2941848,77.8056177,79.91990079
9/12/2000,77.27703094,80.07845546,76.82774588,79.0741712
9/13/2000,79.07414246,79.39128474,76.11414782,76.32557601
9/14/2000,78.65132904,81.13561161,78.34740085,80.55418378
9/15/2000,77.22414398,79.17985468,76.69557352,78.75699831
9/18/2000,76.00847626,78.65133009,74.42276396,77.64704563
9/19/2000,78.80984497,79.31198684,76.00842191,76.74842045
9/20/2000,80.02558136,80.54093765,77.22415744,78.96844026
9/21/2000,74.2113266,79.90667592,73.57704176,79.28560534
9/22/2000,78.59848785,78.86277329,73.99992132,74.10563549
9/25/2000,76.5105896,79.70844153,76.11416167,79.17987096
9/26/2000,75.63845825,78.22845438,75.20238748,76.76167086
9/27/2000,75.74417114,77.11845478,74.42274457,76.64274121
9/28/2000,77.43561554,78.65132827,75.03061861,75.03061861
9/29/2000,75.05703735,78.18881867,75.00418028,77.80560492
10/2/2000,73.36560059,76.325596,72.73131585,76.325596
10/3/2000,71.03984833,75.10983964,70.41877823,74.47555528
10/4/2000,72.41416931,73.4580962,69.45417407,70.61702934
10/5/2000,72.62558746,73.73558553,71.5155894,72.09701696
10/6/2000,70.19418335,73.2070361,68.71418551,72.36132305
10/9/2000,69.87700653,70.88129029,67.12844046,69.82414949
10/10/2000,66.22988892,70.45845325,65.85988954,69.18988395
10/11/2000,65.17272949,68.04022388,64.32701686,65.01415837
10/12/2000,63.53416443,67.28701441,62.92630845,67.0227292
10/13/2000,68.71417999,69.03132236,63.11133147,63.16418853
10/16/2000,69.3484726,69.61275793,67.44561816,68.60847365
10/17/2000,66.1770401,70.33953364,65.96561186,70.29989084
10/18/2000,65.96560669,68.66131658,63.05846857,64.90846556
10/19/2000,71.93850708,71.9781499,68.87279554,69.67886624
10/20/2000,72.99557495,74.317001,71.37022091,71.46272073
10/23/2000,72.88988495,73.9998832,71.14560199,72.88988495
10/24/2000,69.77134705,73.57705688,69.66563288,73.10134315
10/25/2000,65.85990143,69.34846764,65.02740267,68.71418287
10/26/2000,67.55128479,67.65699885,62.26558175,66.12414497
10/27/2000,67.41919708,69.22955185,65.52955671,68.38383867
10/30/2000,64.92169952,67.55133889,64.02312929,66.12419793
10/31/2000,69.09736633,69.82415064,65.8598726,65.96558668
11/1/2000,68.50271606,70.03557005,66.96986208,67.92128869
11/2/2000,69.3484726,70.40561395,68.55561658,69.5070438
11/3/2000,70.24707031,70.98706955,69.04457155,70.08849905
11/6/2000,69.71848297,71.14562402,69.34848344,70.72276741
11/7/2000,69.4541626,69.74487637,67.86845112,68.87273506
11/8/2000,64.02311707,69.55989437,63.95704574,69.45418025
11/9/2000,64.00990295,65.06704421,61.73704926,63.21704701
11/10/2000,60.67991638,64.00991179,60.67991638,62.79419918
11/13/2000,60.7723999,62.74132523,57.73311919,60.00597259
11/14/2000,64.14205933,64.27420201,61.52563416,61.73706246
11/15/2000,65.43704224,66.01846991,63.25668845,63.90418745
11/16/2000,61.63132477,65.11989032,61.63132477,63.74560692
11/17/2000,61.59168243,63.58703623,60.0456136,61.8956105
11/20/2000,59.08098221,60.94419368,58.56562584,59.99276655
11/21/2000,58.98847198,60.15132717,57.87847386,59.35847136
11/22/2000,56.34564972,59.30564633,56.23993555,57.87850511
11/24/2000,59.56991196,59.72848315,57.65384336,57.82562882
11/27/2000,58.82993317,61.68421564,58.14279109,61.36707314
11/28/2000,55.35455704,59.14705116,55.23562865,58.30133818
11/29/2000,53.22705841,56.45133901,52.857059,55.65848312
11/30/2000,53.26671219,54.33706785,51.16564366,52.22278506
12/1/2000,54.12561798,56.46454239,52.53990652,54.17847503
12/4/2000,54.97134018,55.27526826,52.22277317,54.23134137
12/5/2000,59.78133774,60.04562305,55.39420155,55.86991511
12/6/2000,57.50847626,61.14239881,57.29704804,59.70204406
12/7/2000,56.23991394,58.34098215,55.39420095,56.66277044
12/8/2000,57.50847626,62.15989713,57.19133393,60.1249005
12/11/2000,62.89990616,63.24347707,60.0059819,60.94419479
12/12/2000,60.60061264,62.47703806,60.30989884,62.15989574
12/13/2000,58.12955475,62.15990578,57.77276958,62.10704872
12/14/2000,55.28847122,58.93560747,55.18275713,57.94453784
12/15/2000,54.01990128,55.49989857,52.9099033,54.33704355
12/18/2000,54.12561798,55.79061502,52.90990586,55.10347338
12/19/2000,50.00278091,55.69812937,49.68563854,53.66313248
12/20/2000,47.13528061,49.36849127,46.30278196,48.4699213
12/21/2000,47.41277695,49.68563025,45.8799224,46.5274213
12/22/2000,51.16564178,51.37707006,48.62850252,48.73421666
12/26/2000,51.48279572,52.3681518,49.05137004,51.24493886
12/27/2000,52.06420135,52.59277193,49.84420495,50.47848964
12/28/2000,51.95849991,52.84385583,50.95421558,51.40350067
12/29/2000,49.36849213,52.63241545,49.05134978,52.06420208
1/2/2001,45.19278717,49.6327803,44.34707419,49.52706617
1/3/2001,52.80420303,55.18277074,44.10921665,44.13564518
1/4/2001,51.8527832,53.8084947,50.94099879,52.11706854
1/5/2001,47.8884964,51.8527759,47.3599258,51.8527759
1/8/2001,48.41707993,48.62850822,45.25886974,47.62422381
1/9/2001,48.41707993,50.00279215,47.88850918,48.83993652
1/10/2001,50.90135956,51.05993077,47.1485075,47.46564993
1/11/2001,52.38135529,53.86135322,50.05564425,50.12171559
1/12/2001,53.05527115,54.65419713,52.01134427,53.06848541
1/16/2001,52.4209938,53.21384977,51.21849559,52.90992165
1/17/2001,54.01990128,55.48668431,53.39883098,54.54847174
1/18/2001,56.29278183,56.45135305,53.01564336,54.23135602
1/19/2001,56.08135223,57.7727785,55.44706738,57.62742156
1/22/2001,56.13418961,56.66276013,54.75990624,55.71133319
1/23/2001,57.31027603,57.85206098,55.23563611,55.73777826
1/24/2001,56.76848984,58.45991598,56.45134744,57.56134584
1/25/2001,54.54851151,57.23100856,54.45601161,56.55708073
1/26/2001,55.43386459,55.76422136,53.27993851,53.75565224
1/29/2001,56.66277695,56.87420522,54.33706595,54.7599225
1/30/2001,56.45135117,57.28860535,55.81706632,56.78963771
1/31/2001,54.37935638,57.50003342,54.37935638,56.87420752
2/1/2001,55.09818649,55.48721358,53.78732916,54.59076014
2/2/2001,52.05364227,55.22506972,50.74278757,54.92061248
2/5/2001,52.01135635,52.34964289,50.84427136,51.74918413
2/6/2001,52.0959053,53.3813891,51.72379285,52.00287961
2/7/2001,51.25019836,51.75762802,49.54186121,51.17408408
2/8/2001,49.71947479,52.01135656,49.54187581,51.50392998
2/9/2001,47.6982193,49.55878551,47.35993277,49.26278722
2/12/2001,48.27330017,49.00061065,47.03855672,47.57135682
2/13/2001,46.72565079,50.04930367,46.49730785,48.75536361
2/14/2001,48.58621597,48.83992925,45.76998993,46.85250484
2/15/2001,49.38964081,51.15718112,49.30506757,49.72792407
2/16/2001,46.62416077,48.09569965,46.11673101,47.32610091
2/20/2001,44.81434631,47.22462777,44.23080211,47.14005774
2/21/2001,43.55421829,45.72770038,43.06370322,43.5965033
2/22/2001,43.1313591,44.11238596,41.34690432,43.51193056
2/23/2001,43.28360748,43.63880552,40.78875257,42.36177985
2/26/2001,44.10393143,44.48449967,42.49707554,44.04473178
2/27/2001,41.43992615,44.04472305,41.35535616,43.58803738
2/28/2001,40.12909698,42.46326429,39.63012601,41.8205236
3/1/2001,41.27078629,41.60907271,38.69136275,39.72313345
3/2/2001,39.49479294,41.97273198,38.60679504,39.91764939
3/5/2001,40.21366119,40.89869003,39.8246339,40.17137618
3/6/2001,41.77822113,42.84381803,41.52450466,41.6936479
3/7/2001,41.79514313,42.64931523,41.41457478,42.62394487
3/8/2001,41.01708221,42.12496745,40.67879571,41.735937
3/9/2001,38.14165878,40.06142787,38.01480376,39.9599432
3/12/2001,35.77365494,38.01479541,35.35079849,37.21136751
3/13/2001,37.59195328,37.83721089,35.62989887,36.17961052
3/14/2001,36.99994278,38.21776831,35.78211725,36.1119448
3/15/2001,35.64680099,38.3192537,35.56222777,38.22622476
3/16/2001,34.8433876,36.19652755,34.30213162,35.41847289
3/19/2001,36.58554077,36.58554077,34.46280269,35.04634346
3/20/2001,34.12451935,37.05068887,33.99766433,36.73777273
3/21/2001,34.12451935,35.35080388,33.58326353,34.26829224
3/22/2001,36.19652176,36.19652176,33.39721333,34.33595221
3/23/2001,36.19652176,37.06760849,35.09709532,36.83080661
3/26/2001,35.35925293,36.78850638,35.1393658,36.76313603
3/27/2001,36.57707977,36.97456583,35.02942375,35.35079553
3/28/2001,33.57479858,35.68908057,33.55788394,35.43536738
3/29/2001,32.94052505,34.34440864,32.47538351,33.30418194
3/30/2001,33.10966873,33.81160892,32.13709739,33.23652376
4/2/2001,31.629673,33.70166763,31.54509975,33.12658244
4/3/2001,29.31241417,31.92566762,29.27858487,31.46052609
4/4/2001,28.7965126,30.28496855,28.4159413,29.35468278
4/5/2001,31.55356026,32.10327189,30.20041722,30.44567482
4/6/2001,30.40338707,31.37595521,30.02281552,31.20681517
4/9/2001,31.33366394,31.62120647,30.31880776,31.11377999
4/10/2001,33.65940475,34.21757567,31.95106269,32.05255065
4/11/2001,34.6742363,35.94280592,34.20909475,35.65526334
4/12/2001,36.19652176,36.19652176,33.82852561,34.08223891
4/16/2001,34.03997803,35.88363424,33.87929358,35.46923309
4/17/2001,34.88567352,36.11195845,33.74396186,33.78624688
4/18/2001,38.52222061,40.59421779,36.53479666,36.97456774
4/19/2001,40.84795761,41.2285293,38.5476193,38.98738744
4/20/2001,40.93251038,41.81204944,36.4079439,40.74645248
4/23/2001,38.18395233,40.357435,37.96406509,39.74006475
4/24/2001,37.46508408,39.25799468,36.99994259,38.14165381
4/25/2001,38.14165878,38.5476039,36.45023262,37.12680566
4/26/2001,37.16909027,39.1142297,37.10143168,38.81823141
4/27/2001,38.18395233,38.4545803,37.41435345,38.18395233
4/30/2001,39.0296402,40.23055062,38.31078251,39.11421017
5/1/2001,40.6364975,40.66187107,38.39536062,39.07193018
5/2/2001,41.42300797,41.77820898,40.17135355,41.27077942
5/3/2001,39.57937622,40.50966266,39.0719496,40.50966266
5/4/2001,40.76336288,40.76336288,38.15010987,38.31079416
5/7/2001,39.91765594,41.10165226,39.83308271,40.59422573
5/8/2001,40.76336288,40.89021789,39.74005104,40.84793289
5/9/2001,39.36794281,40.5519424,39.27491386,39.79079935
5/10/2001,38.70827103,40.63649497,38.66598604,40.52655141
5/11/2001,38.52222061,39.25798991,38.13319347,38.76747812
5/14/2001,37.90486145,38.36154731,36.66166214,38.31080336
5/15/2001,38.18395233,39.15652058,37.70189606,37.97252403
5/16/2001,39.87537003,40.18828294,37.26211668,37.47354493
5/17/2001,40.50964355,41.26232741,39.96838466,40.12907216
5/18/2001,40.62805557,40.91559814,39.82462753,40.28976906
5/21/2001,43.17366791,43.25824118,40.29824432,40.73801244
5/22/2001,43.04680634,43.93480462,42.43789175,43.39354864
5/23/2001,41.14393616,42.66621882,41.13547722,42.65775988
5/24/2001,42.20108414,42.27719844,40.82257091,41.41457071
5/25/2001,41.43147659,42.30255985,40.61113404,42.25181592
5/29/2001,39.00427246,41.01706978,38.98735782,41.01706978
5/30/2001,37.57502747,38.77593833,37.27902922,38.42074043
5/31/2001,37.82876968,38.77596803,37.46511257,37.66808526
6/1/2001,38.94507217,39.09730073,37.49044841,38.51376008
6/4/2001,38.75902557,39.46096564,38.30233981,39.18188204
6/5/2001,40.46734619,40.89866142,39.07192235,39.15649232
6/6/2001,40.15445328,41.34690849,39.80771107,40.66188302
6/7/2001,41.18622589,41.85433997,39.80771273,39.85845667
6/8/2001,40.04452515,41.24543976,39.70624175,41.20315474
6/11/2001,38.94507217,39.74849995,38.47147509,39.66392996
6/12/2001,38.73363495,39.57934752,37.40586648,37.947122
6/13/2001,37.67649841,39.53706691,37.65112807,39.13112522
6/14/2001,35.73138428,37.54966903,35.51995597,37.22829709
6/15/2001,36.02736282,36.42484886,34.91102222,35.35079325
6/18/2001,35.54531097,36.50942313,35.01251419,36.06119634
6/19/2001,35.36771774,36.8392598,34.8941173,36.63628726
6/20/2001,36.17115402,36.34029731,34.91103993,34.92795458
6/21/2001,36.66166687,37.40589541,35.77366863,36.08658162
6/22/2001,36.57707977,37.3805076,36.01890944,36.88999262
6/25/2001,36.67010498,37.04221743,36.06964971,36.88153317
6/26/2001,36.79695892,37.11833066,35.92587586,35.97661978
6/27/2001,37.03377533,37.33823254,36.36566124,36.94074638
6/28/2001,37.50737,39.20725492,37.50737,37.54965823
6/29/2001,38.64907837,39.34256266,37.80336551,38.13319301
7/2/2001,38.43766403,39.30874756,38.2177768,38.60680731
7/3/2001,38.59834671,38.64063172,37.88794755,38.26851911
7/5/2001,36.74621964,38.20930231,36.74621964,37.94713019
7/6/2001,35.22393417,36.4586739,35.08862027,36.3741007
7/9/2001,35.52838516,36.10346999,35.09707315,35.42690055
7/10/2001,34.25135803,36.26415479,34.16678807,36.16266696
7/11/2001,34.6742363,34.75880632,33.71857961,34.18372116
7/12/2001,36.87309647,37.06761335,35.77366988,36.05275681
7/13/2001,36.49251175,37.57502319,36.28108353,36.68702532
7/16/2001,35.81594467,37.09297312,35.4353764,36.67857233
7/17/2001,36.61935806,36.70393127,35.13090518,35.36770369
7/18/2001,35.22393417,36.2387868,34.7926189,35.74827513
7/19/2001,36.06119156,36.66164684,35.30850772,35.908963
7/20/2001,35.22393417,35.63833158,34.97867672,35.08862027
7/23/2001,34.34440613,35.8582332,34.29366219,35.72291925
7/24/2001,33.95537186,34.58965649,33.24497294,34.14988542
7/25/2001,34.25135803,34.43741582,33.32107552,33.946901
7/26/2001,34.75881577,35.42693005,33.81161776,34.20910405
7/27/2001,35.47764587,35.73981473,34.92793137,35.21547379
7/30/2001,35.26624298,35.77366964,35.01252965,35.62989993
7/31/2001,35.31697464,36.17960232,35.09709067,35.38463323
8/1/2001,36.4502182,36.78850459,35.86667757,36.0527354
8/2/2001,37.13526154,37.21137584,36.21343414,37.03377687
8/3/2001,36.51787949,36.81387768,35.99353845,36.81387768
8/6/2001,35.94279861,36.23879684,35.81594039,35.96816897
8/7/2001,35.7567482,36.21343404,35.46920562,35.60451959
8/8/2001,34.25135803,36.06964129,34.08221488,35.39306868
8/9/2001,34.39513397,34.57273609,33.81159337,34.17525009
8/10/2001,34.06532669,34.46281293,33.17732848,34.18372602
8/13/2001,34.75881577,34.96178838,33.99767572,34.3275034
8/14/2001,34.33594513,35.26623133,34.28520442,35.08863238
8/15/2001,33.06739044,34.61504741,33.04202007,34.35287511
8/16/2001,33.45640182,33.48177218,32.17091789,32.67834432
8/17/2001,31.9341259,32.81366832,31.89184089,32.50921108
8/20/2001,32.37388611,32.68680218,31.73114578,32.01022933
8/21/2001,31.02920723,32.68680708,30.99538116,32.3823499
8/22/2001,31.87491417,32.00177238,30.90234639,31.6719449
8/23/2001,31.5620079,32.52612018,31.54509326,31.85800615
8/24/2001,33.23652267,33.31263698,31.92566807,32.01869703
8/27/2001,33.27880859,33.74395337,32.83904063,33.21960894
8/28/2001,32.23855972,33.35489997,32.14553083,33.25341537
8/29/2001,31.76498985,32.51767411,31.40133291,32.4500155
8/30/2001,30.58944321,31.55355891,30.23424523,31.1222434
8/31/2001,30.9784565,31.31673963,30.39491268,30.47102695
9/4/2001,29.99744606,31.7142427,29.89595816,30.87698527
9/5/2001,29.8790493,30.36956129,28.88110745,30.01436329
9/6/2001,28.66967583,30.03973017,28.56818793,29.38007497
9/7/2001,28.50053406,29.68453054,28.20453252,28.43287546
9/10/2001,28.83880806,29.02486593,28.19606769,28.32292591
9/17/2001,26.38624763,27.73938722,26.29321868,26.42853264
9/18/2001,25.79424858,27.48567472,25.68430659,26.66533362
9/19/2001,25.34601593,26.21710083,23.89984759,25.91264366
9/20/2001,24.50030327,25.44750247,24.356532,24.77938847
9/21/2001,23.84065056,24.50030568,23.00339486,23.18099382
9/24/2001,25.04155731,25.3713848,24.17892984,24.59332893
9/25/2001,25.1176796,25.73504977,24.48339477,25.12613531
9/26/2001,24.24659348,25.37139178,24.02670789,25.32910677
9/27/2001,24.08590317,24.34807533,23.18944794,24.0182462
9/28/2001,24.50876617,25.30373697,23.94213831,24.39036685
10/1/2001,24.29733467,24.50876293,23.55310792,24.39882094
10/2/2001,24.37344742,24.8724182,24.01824791,24.22967615
10/3/2001,26.21710396,26.73298942,23.9590501,24.0351644
10/4/2001,26.47081184,28.07766757,26.16635631,26.76681167
10/5/2001,26.8598423,26.97824159,25.59127293,26.21710029
10/8/2001,26.94441414,27.35881166,26.18327122,26.32704248
10/9/2001,26.2932148,27.07972807,26.10715854,26.94441413
10/10/2001,27.48567009,27.51949938,26.00567247,26.10715873
10/11/2001,29.34625053,29.81139218,28.0269367,28.06922171
10/12/2001,29.21938705,29.43081533,28.02693171,29.03333237
10/15/2001,29.09252739,29.2193824,28.46669837,28.85572556
10/16/2001,29.56612206,29.68452134,28.81343809,29.31240883
10/17/2001,27.44338989,30.44567066,27.31653164,30.33572706
10/18/2001,28.18761444,28.36521339,27.40110113,27.65481437
10/19/2001,28.37367249,28.54281574,27.06281789,27.79013164
